1050, 1029, 1029
2027, 958, 993.5
3298, 1251, 1079.33333333333
4202, 889, 1031.75
4951, 729, 971.2
6748, 1782, 1106.33333333333
7765, 997, 1090.71428571429
9680, 1896, 1191.375
11483, 1789, 1257.77777777778
13601, 2097, 1341.7
14488, 870, 1298.81818181818
16873, 2368, 1387.91666666667
18244, 1350, 1385
18919, 654, 1332.78571428571
21297, 2357, 1401.06666666667
24574, 3260, 1517.25
28916, 4321, 1682.17647058824
32056, 3126, 1762.38888888889
33098, 1024, 1723.52631578947
33782, 663, 1670.5
37182, 3384, 1752.09523809524
38626, 1426, 1737.27272727273
40310, 1665, 1734.13043478261
44498, 4173, 1835.75
45615, 1101, 1806.36
46829, 1197, 1782.92307692308
54814, 7966, 2011.92592592593
60684, 5852, 2149.07142857143
64270, 3567, 2197.96551724138
65421, 1133, 2162.46666666667
73521, 8081, 2353.38709677419
77642, 4102, 2408.03125
79993, 2335, 2405.81818181818
86669, 6660, 2530.94117647059
88171, 1484, 2501.02857142857
90206, 2015, 2487.52777777778
92102, 1875, 2470.97297297297
93620, 1504, 2445.52631578947
102084, 8444, 2599.33333333333
114721, 12622, 2849.9
117144, 2407, 2839.09756097561
120211, 3046, 2844.02380952381
121731, 1501, 2812.79069767442
138756, 17008, 3135.40909090909
140889, 2116, 3112.75555555556
159916, 19010, 3458.34782608696
167515, 7581, 3546.06382978723
